0.02470986,0.54303019,0.01864662,0.068685
0.01336461,0.70389314,0.16196069,0.03170752
0.03761141,0.27810782,0.03603947,0.11368946
0.00824142,0.01545249,0.00833853,0.03811879
0.0408091,0.37629263,0.04235689,0.05328203
0.03562806,0.50041221,0.00765677,0.0714255
0.23841988,0.15602246,0.33438098,0.25093915
0.38735193,0.10201196,0.61065137,0.48482785
0.15435451,0.21649209,0.09627496,0.04255125
0.23115163,0.0447081,0.06562781,0.03901587
0.06240767,0.32260969,0.23875242,0.12885919
0.07305256,0.33620254,0.01562399,0.02158219
0.01814815,0.59526634,0.02022402,0.04985337
0.06958028,0.61232438,0.13072047,0.1960333
0.02976723,0.05955784,0.03025012,0.10483608
0.00213247,0.09330495,0.09769844,0.03344879
0.11353513,0.35972211,0.02231059,0.09272386
0.15152244,0.29818764,0.20089047,0.1364707
0.05726906,0.43285936,0.13470751,0.15376878
0.17275951,0.16257232,0.58631027,0.60591907
0.09232479,0.19754281,0.12941992,0.08698128
0.08701186,0.05320086,0.17571315,0.08107499
0.06587378,0.5582115,0.05731195,0.10723633
0.18021829,0.23683994,0.30661586,0.19334093
0.02688811,0.38782577,0.14452708,0.11941034
0.13644213,0.26026664,0.27260083,0.12016115
0.14042323,0.10921308,0.12631515,0.12870594
0.01587015,0.01183373,0.30725899,0.070262
0.09534636,0.30760317,0.05990625,0.0793729
0.27540163,0.2557594,0.37670138,0.382981
0.0138742,0.38063796,0.00217009,0.04268486
0.03933457,0.39763362,0.03447818,0.02268365
0.10477408,0.02316219,0.02424002,0.06663845
0.00008408,0.01711476,0.05332072,0.00455977
0.1716074,0.34295852,0.18119238,0.13296398
0.00743512,0.58562828,0.02210246,0.07645615
0.11066603,0.59432579,0.18632793,0.25346048
0.0586716,0.360851,0.25779679,0.1158695
0.07948906,0.14193592,0.02465136,0.04402645
0.05449612,0.18016863,0.09737545,0.12081952
0.02019269,0.26109432,0.06999411,0.08996043
0.21394013,0.16585314,0.40118957,0.33821814
0.0555279,0.43093453,0.03243843,0.091888
0.09859418,0.31389047,0.09154871,0.04128056
0.06367291,0.03665539,0.11088601,0.05912592
0.08512673,0.35183691,0.14235026,0.3286532
0.04831287,0.64266568,0.1497055,0.08158264
0.04356147,0.56936697,0.04687324,0.04299436
0.06727657,0.5034628,0.07324739,0.04192191
0.15578122,0.48811225,0.1550781,0.11164214
